GPR Method,Donor,Acceptor,RMSE(train),RMSE(test),R2,dR2,R2_Proxy,R2CV_Proxy,RMSE_Proxy,Target Parameter,Used Proxies,Available Proxies,dR2s[1],dR2s[2],dR2s[3],dR2s[4],dR2s[5],dR2s[6],dR2s[7],dR2s_2[1],dR2s_2[2],dR2s_2[3],dR2s_2[4],dR2s_2[5],dR2s_2[6],dR2s_2[7],RMSE[1],RMSE[2],RMSE[3],RMSE[4],RMSE[5],RMSE[6],RMSE[7],MainPath,length_scales_start,length_scale_lims,ShuffleTimes,MainFolderName,HowManyBestPixelsPerSubstrate
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00035,0.00035,0.411,-0.375,0.452,-0.056,0.00036,features_D.1a.w_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.452,-1,-1,-1,-1,-1,-1,0.0418,-1,-1,-1,-1,-1,-1,0.00036,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.001,0.00104,0.69,0.617,0.98,0.979,0.00022,features_D.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.808,0.048,0.124,-1,-1,-1,-1,0.0188,0.0073,0.0003,-1,-1,-1,-1,0.00077,0.00072,0.00022,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.0261,0.02523,-0.016,-0.692,0.019,-0.393,0.02652,features_D.2.a_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.019,-1,-1,-1,-1,-1,-1,0.0185,-1,-1,-1,-1,-1,-1,0.02652,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00323,0.00302,0.602,0.516,0.629,0.502,0.00298,features_A.0.a_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.604,-0.014,0.038,-1,-1,-1,-1,0.0179,0.0229,0.0289,-1,-1,-1,-1,0.00323,0.00312,0.00298,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00094,0.00091,0.287,-0.303,0.317,-0.358,0.00092,features_A.1.w_UV,"plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.005,0.322,-1,-1,-1,-1,-1,0.0299,0.0408,-1,-1,-1,-1,-1,0.00105,0.00092,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00125,0.00124,0.982,0.982,0.982,0.983,0.00119,features_A.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.835,0.021,0.126,-1,-1,-1,-1,0.0106,0.0084,0.0005,-1,-1,-1,-1,0.00392,0.0035,0.00119,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00109,0.00112,0.009,-0.266,0.026,-0.287,0.00114,features_A.1a.w_UV,plan_Solutions_1_conc.,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.026,-1,-1,-1,-1,-1,-1,0.0657,-1,-1,-1,-1,-1,-1,0.00114,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00199,0.00202,0.82,0.779,0.824,0.79,0.00204,features_A.1a.c_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.824,-1,-1,-1,-1,-1,-1,0.011,-1,-1,-1,-1,-1,-1,0.00204,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.01072,0.01002,-0.064,-0.576,0.019,-0.035,0.01068,features_D_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.019,-1,-1,-1,-1,-1,-1,0.0356,-1,-1,-1,-1,-1,-1,0.01068,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.01338,0.01328,-0.02,-2.276,0.02,-0.028,0.01364,features_A_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.02,-1,-1,-1,-1,-1,-1,0.0348,-1,-1,-1,-1,-1,-1,0.01364,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.01891,0.0189,-0.039,-1.829,-0.015,-0.404,0.01868,features_Dtot_UV,plan_Solutions_1_conc.,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.015,-1,-1,-1,-1,-1,-1,0.02,-1,-1,-1,-1,-1,-1,0.01868,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.0207,0.02004,-0.033,-1,0.017,-0.074,0.02096,features_Atot_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.017,-1,-1,-1,-1,-1,-1,0.039,-1,-1,-1,-1,-1,-1,0.02096,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.03894,0.03891,-0.003,-0.041,-0.005,-0.814,0.03963,features_atot_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.005,-1,-1,-1,-1,-1,-1,0.0303,-1,-1,-1,-1,-1,-1,0.03963,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00515,0.00505,-0.035,-0.608,-0.002,-0.253,0.00515,features_XD_UV,plan_Solutions_1_conc.,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.002,-1,-1,-1,-1,-1,-1,0.0524,-1,-1,-1,-1,-1,-1,0.00515,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,BTP-4F-12 (Y12),0.00518,0.00498,-0.048,-0.38,0.384,0.273,0.00385,features_XA_UV,plan_Solutions_1_conc.,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.384,-1,-1,-1,-1,-1,-1,0.353,-1,-1,-1,-1,-1,-1,0.00385,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTQ10,BTP-4F-12 (Y12),0.2106,0.19691,0.908,0.878,0.921,0.932,0.19597,JSC_IV,"features_D.1a.c_UV, features_A.1a.w_UV, features_D.1a.w_UV, features_atot_UV, features_XA_UV",features_,0.874,-0.005,0.05,-0.002,0.004,-1,-1,0.0106,0.0076,0.0041,0.0071,0.0001,-1,-1,0.25945,0.25231,0.19205,0.17541,0.19597,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTQ10,BTP-4F-12 (Y12),1.19983,1.07339,-0.102,-1.29,0.033,-0.033,1.18877,FF_IV,features_A_UV,features_,0.033,-1,-1,-1,-1,-1,-1,0.0546,-1,-1,-1,-1,-1,-1,1.18877,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTQ10,BTP-4F-12 (Y12),0.00256,0.00257,0.97,0.952,0.971,0.972,0.00241,VOC_IV,"features_A.1.c_UV, features_atot_UV",features_,0.972,-0.001,-1,-1,-1,-1,-1,0.0031,0.0023,-1,-1,-1,-1,-1,0.00262,0.00241,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTQ10,BTP-4F-12 (Y12),0.28143,0.26926,0.366,0.172,0.399,0.394,0.28153,PCE_IV,features_A_UV,features_,0.399,-1,-1,-1,-1,-1,-1,0.0326,-1,-1,-1,-1,-1,-1,0.28153,-1,-1,-1,-1,-1,-1,PTQ10-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,PY-IT,0.15798,0.16746,0.901,0.85,0.904,0.896,0.15234,PCE_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.337,0.526,0.041,-1,-1,-1,-1,0.0478,0.0126,0.0064,-1,-1,-1,-1,0.43717,0.18656,0.15234,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,PY-IT,0.4595,0.45937,0.679,0.501,0.688,0.665,0.48286,FF_IV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.407,0.281,-1,-1,-1,-1,-1,0.0421,0.0136,-1,-1,-1,-1,-1,0.62034,0.48286,-1,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,PY-IT,0.3667,0.39083,0.888,0.869,0.891,0.837,0.3654,JSC_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.247,0.644,-1,-1,-1,-1,-1,0.0452,0.0062,-1,-1,-1,-1,-1,0.93889,0.3654,-1,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,PY-IT,0.00364,0.00352,0.859,0.822,0.856,0.84,0.00357,VOC_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.41,0.433,0.014,-1,-1,-1,-1,0.036,0.0108,0.0038,-1,-1,-1,-1,0.00775,0.00385,0.00357,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00156,0.00153,0.844,0.872,0.85,0.778,0.00156,features_D.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.763,0.08,0.007,-1,-1,-1,-1,0.0155,0.0158,0.0116,-1,-1,-1,-1,0.00196,0.00158,0.00156,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00125,0.0011,0.58,0.509,0.595,0.488,0.00115,features_D.1a.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.229,0.358,0.007,-1,-1,-1,-1,0.0523,0.0442,0.0617,-1,-1,-1,-1,0.00167,0.00131,0.00115,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00091,0.00096,0.803,0.744,0.774,0.735,0.00094,features_D.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.533,0.201,0.041,-1,-1,-1,-1,0.0267,0.0231,0.011,-1,-1,-1,-1,0.0014,0.0011,0.00094,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.02447,0.02425,0.292,-0.058,0.368,0.097,0.02439,features_D.2.a_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.022,0.346,-1,-1,-1,-1,-1,0.0619,0.0645,-1,-1,-1,-1,-1,0.0289,0.02439,-1,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00323,0.00317,0.826,0.568,0.834,0.823,0.00323,features_A.0.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.185,0.649,-1,-1,-1,-1,-1,0.0526,0.0155,-1,-1,-1,-1,-1,0.00679,0.00323,-1,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00084,0.00088,0.846,0.805,0.849,0.87,0.00084,features_A.1.w_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.409,0.44,-1,-1,-1,-1,-1,0.0276,0.0153,-1,-1,-1,-1,-1,0.00163,0.00084,-1,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.0012,0.00123,0.921,0.909,0.931,0.9,0.00123,features_A.1.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.479,0.365,0.088,-1,-1,-1,-1,0.0521,0.0069,0.0144,-1,-1,-1,-1,0.00303,0.00176,0.00123,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00064,0.00068,0.951,0.945,0.948,0.951,0.00059,features_A.1a.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.5,0.447,-1,-1,-1,-1,-1,0.03,0.0015,-1,-1,-1,-1,-1,0.00207,0.00059,-1,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00095,0.00099,0.815,0.762,0.813,0.82,0.00096,features_A.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.574,0.21,0.029,-1,-1,-1,-1,0.0312,0.011,0.01,-1,-1,-1,-1,0.00145,0.00108,0.00096,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00765,0.00761,0.916,0.893,0.92,0.89,0.0077,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.529,0.358,0.033,-1,-1,-1,-1,0.0272,0.0051,0.005,-1,-1,-1,-1,0.0191,0.00822,0.0077,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00769,0.00718,0.94,0.949,0.944,0.935,0.00777,features_A_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.649,0.282,0.013,-1,-1,-1,-1,0.0229,0.0056,0.004,-1,-1,-1,-1,0.01867,0.00828,0.00777,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.01425,0.0145,0.919,0.907,0.92,0.901,0.01462,features_Dtot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.515,0.374,0.031,-1,-1,-1,-1,0.039,0.0058,0.0081,-1,-1,-1,-1,0.03532,0.01564,0.01462,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.01018,0.00956,0.94,0.923,0.944,0.944,0.01003,features_Atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.654,0.278,0.012,-1,-1,-1,-1,0.0278,0.0065,0.0048,-1,-1,-1,-1,0.02526,0.01064,0.01003,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.02395,0.02362,0.931,0.912,0.933,0.921,0.02371,features_atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.574,0.339,0.02,-1,-1,-1,-1,0.0169,0.0039,0.0032,-1,-1,-1,-1,0.05934,0.02596,0.02371,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.0082,0.00914,0.867,0.846,0.863,0.85,0.00885,features_XD_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.371,0.455,0.038,-1,-1,-1,-1,0.0351,0.0103,0.0094,-1,-1,-1,-1,0.0174,0.00899,0.00885,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,PY-IT,0.00698,0.00789,0.904,0.859,0.898,0.886,0.00717,features_XA_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.399,0.484,0.016,-1,-1,-1,-1,0.0414,0.0046,0.0079,-1,-1,-1,-1,0.01664,0.00793,0.00717,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,PY-IT,0.27227,0.27534,0.938,0.712,0.937,0.938,0.291,JSC_IV,"features_A.1.w_UV, features_D.1.c_UV, features_A.1a.w_UV, features_XA_UV",features_,0.899,0.041,0,-0.002,-1,-1,-1,0.0063,0.0037,0.0039,0.0055,-1,-1,-1,0.35576,0.29181,0.29039,0.291,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,PY-IT,0.59519,0.63018,0.459,0.27,0.475,0.329,0.62037,FF_IV,"features_Atot_UV, features_A.1a.c_UV",features_,0.258,0.217,-1,-1,-1,-1,-1,0.0469,0.0259,-1,-1,-1,-1,-1,0.69585,0.62037,-1,-1,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,PY-IT,0.00249,0.00239,0.934,0.917,0.939,0.949,0.0022,VOC_IV,"features_A.1.c_UV, features_D.1.c_UV, features_A.1a.c_UV, features_A_UV",features_,0.824,0.109,0.004,0.002,-1,-1,-1,0.0113,0.005,0.0033,0.0014,-1,-1,-1,0.00397,0.00256,0.00227,0.0022,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,PY-IT,0.13827,0.14343,0.924,0.889,0.921,0.933,0.13163,PCE_IV,"features_Dtot_UV, features_D.1a.c_UV, features_A_UV, features_D.1a.w_UV",features_,0.855,0.052,0.009,0.006,-1,-1,-1,0.0118,0.0056,0.0052,0.0073,-1,-1,-1,0.18459,0.16714,0.14728,0.13163,-1,-1,-1,PTVT-T-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,ITIC,0.47051,0.49638,0.502,0.406,0.737,0.688,0.28951,PCE_IV,"plan_Solutions_1_conc., plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.333,0.044,0.36,-1,-1,-1,-1,0.0339,0.0436,0.2241,-1,-1,-1,-1,0.55045,0.52279,0.28951,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,ITIC,0.54867,0.60453,0.954,0.925,0.955,0.927,0.59225,FF_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.407,0.171,0.377,-1,-1,-1,-1,0.0346,0.0286,0.0022,-1,-1,-1,-1,2.0334,1.64904,0.59225,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,ITIC,0.1444,0.13853,0.929,0.926,0.937,0.914,0.15227,JSC_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.681,0.256,-1,-1,-1,-1,-1,0.0316,0.0024,-1,-1,-1,-1,-1,0.31075,0.15227,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,ITIC,0.00157,0.00165,0.985,0.981,0.985,0.565,0.00163,VOC_IV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.44,0.545,-1,-1,-1,-1,-1,0.02,0.0007,-1,-1,-1,-1,-1,0.00943,0.00163,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00301,0.00288,0.967,0.965,0.971,0.95,0.00315,features_D.1.c_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.647,0.286,0.038,-1,-1,-1,-1,0.0197,0.0037,0.0021,-1,-1,-1,-1,0.01013,0.00447,0.00315,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00046,0.00045,0.993,0.993,0.997,0.995,0.00033,features_D.1a.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.915,0.042,0.04,-1,-1,-1,-1,0.0046,0.0024,0.0018,-1,-1,-1,-1,0.00174,0.00125,0.00033,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00162,0.00163,0.976,0.966,0.978,0.975,0.0016,features_D.1a.c_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.621,0.238,0.119,-1,-1,-1,-1,0.0124,0.0062,0.0016,-1,-1,-1,-1,0.00698,0.00408,0.0016,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.02273,0.02265,0.922,0.925,0.971,0.928,0.01653,features_D.2.a_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.36,0.381,0.231,-1,-1,-1,-1,0.0331,0.0125,0,-1,-1,-1,-1,0.06299,0.04065,0.01653,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00262,0.00272,0.908,0.84,0.91,0.522,0.00269,features_A.0.a_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.713,0.197,-1,-1,-1,-1,-1,0.0691,0.0041,-1,-1,-1,-1,-1,0.00487,0.00269,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
